,DATE,BTC_OPEN,ETH_OPEN
253,2020-06-12,9276.38,230.43
254,2020-06-11,9882.68,247.9
255,2020-06-10,9774.31,243.89
256,2020-06-09,9779.0,246.45
257,2020-06-08,9745.97,244.58
258,2020-06-07,9673.85,241.99
259,2020-06-06,9622.72,240.16
260,2020-06-05,9794.77,243.3
261,2020-06-04,9667.14,244.52
262,2020-06-03,9524.0,237.78
263,2020-06-02,10179.33,247.81
264,2020-06-01,9452.05,231.68
265,2020-05-31,9695.06,243.57
266,2020-05-30,9418.95,220.55
267,2020-05-29,9575.0,220.36
268,2020-05-28,9200.77,208.26
269,2020-05-27,8844.25,200.99
270,2020-05-26,8898.7,204.07
271,2020-05-25,8719.15,199.63
272,2020-05-24,9180.26,206.64
273,2020-05-23,9167.65,207.27
274,2020-05-22,9068.43,198.71
275,2020-05-21,9511.35,209.87
276,2020-05-20,9771.42,214.5
277,2020-05-19,9733.08,214.87
278,2020-05-18,9676.36,207.06
279,2020-05-17,9379.48,200.46
280,2020-05-16,9318.18,194.81
281,2020-05-15,9792.07,203.13
282,2020-05-14,9305.0,199.61
283,2020-05-13,8814.02,189.85
284,2020-05-12,8559.79,185.67
285,2020-05-11,8727.85,187.59
286,2020-05-10,9541.84,210.17
287,2020-05-09,9801.29,211.45
288,2020-05-08,9978.85,211.8
289,2020-05-07,9150.85,199.08
290,2020-05-06,9021.23,205.35
291,2020-05-05,8870.71,206.59
292,2020-05-04,8891.75,209.81
293,2020-05-03,8971.71,213.7
294,2020-05-02,8822.75,212.07
295,2020-05-01,8624.96,206.35
296,2020-04-30,8777.19,215.35
297,2020-04-29,7741.74,196.37
298,2020-04-28,7773.24,196.43
299,2020-04-27,7694.63,197.52
300,2020-04-26,7538.72,194.29
301,2020-04-25,7502.9,187.45
302,2020-04-24,7553.06,188.8
303,2020-04-23,7124.34,182.7
304,2020-04-22,6842.94,170.72
305,2020-04-21,6829.13,170.35
306,2020-04-20,7122.58,180.02
307,2020-04-19,7249.38,187.43
308,2020-04-18,7027.97,170.7
309,2020-04-17,7102.97,172.28
310,2020-04-16,6621.15,152.88
311,2020-04-15,6868.27,158.46
312,2020-04-14,6837.44,156.36
313,2020-04-13,6902.93,158.41
314,2020-04-12,6877.57,158.35
315,2020-04-11,6860.68,157.88
316,2020-04-10,7285.29,169.73
317,2020-04-09,7359.4,172.95
318,2020-04-08,7201.54,164.65
319,2020-04-07,7332.38,171.21
320,2020-04-06,6770.83,142.61
321,2020-04-05,6859.08,144.13
322,2020-04-04,6737.35,141.37
323,2020-04-03,6793.96,141.4
324,2020-04-02,6644.0,135.68
325,2020-04-01,6410.98,132.87
326,2020-03-31,6393.92,132.06
327,2020-03-30,5879.98,124.5
328,2020-03-29,6236.91,130.99
329,2020-03-28,6364.22,131.38
330,2020-03-27,6736.74,138.51
331,2020-03-26,6680.56,136.0
332,2020-03-25,6747.41,138.48
333,2020-03-24,6470.6,135.96
334,2020-03-23,5826.41,122.45
335,2020-03-22,6186.69,132.53
336,2020-03-21,6208.75,133.31
337,2020-03-20,6166.85,136.66
338,2020-03-19,5390.16,118.13
339,2020-03-18,5317.99,115.54
340,2020-03-17,5023.98,110.98
341,2020-03-16,5364.3,123.86
342,2020-03-15,5186.35,122.58
343,2020-03-14,5570.05,134.0
344,2020-03-13,4791.03,108.15
345,2020-03-12,7933.54,194.51
346,2020-03-11,7891.26,200.55
347,2020-03-10,7930.3,202.9
348,2020-03-09,8032.02,198.65
349,2020-03-08,8891.52,237.25
350,2020-03-07,9132.39,244.88
351,2020-03-06,9056.83,228.54
352,2020-03-05,8752.17,224.34
353,2020-03-04,8753.6,223.84
354,2020-03-03,8909.0,231.81
355,2020-03-02,8531.55,217.73
356,2020-03-01,8527.17,217.48
357,2020-02-29,8695.0,226.85
358,2020-02-28,8818.99,227.55
359,2020-02-27,8789.23,223.85
360,2020-02-26,9318.25,246.78
361,2020-02-25,9659.13,265.57
362,2020-02-24,9936.96,274.64
363,2020-02-23,9653.45,261.62
364,2020-02-22,9679.2,265.21
365,2020-02-21,9597.94,257.16
366,2020-02-20,9599.3,258.6
367,2020-02-19,10159.91,282.62
368,2020-02-18,9693.36,267.8
369,2020-02-17,9919.6,259.06
370,2020-02-16,9907.48,264.76
371,2020-02-15,10341.09,285.44
372,2020-02-14,10231.59,268.51
373,2020-02-13,10329.17,265.77
374,2020-02-12,10222.69,236.74
375,2020-02-11,9846.82,223.23
376,2020-02-10,10155.5,228.66
377,2020-02-09,9893.33,223.17
378,2020-02-08,9815.22,223.5
379,2020-02-07,9770.62,213.19
380,2020-02-06,9609.61,203.72
381,2020-02-05,9194.56,188.94
382,2020-02-04,9296.35,189.82
383,2020-02-03,9334.57,188.47
384,2020-02-02,9385.38,183.68
385,2020-02-01,9351.06,179.98
386,2020-01-31,9513.1,184.72
387,2020-01-30,9304.27,173.84
388,2020-01-29,9383.17,175.8
389,2020-01-28,8910.59,170.03
390,2020-01-27,8614.72,167.92
391,2020-01-26,8342.55,160.39
392,2020-01-25,8441.25,162.64
393,2020-01-24,8405.69,162.8
394,2020-01-23,8683.45,168.07
395,2020-01-22,8735.77,169.48
396,2020-01-21,8642.96,166.86
397,2020-01-20,8704.18,166.81
398,2020-01-19,8916.54,174.11
399,2020-01-18,8912.82,169.93
400,2020-01-17,8724.53,164.09
401,2020-01-16,8825.81,166.31
402,2020-01-15,8815.81,165.81
403,2020-01-14,8108.03,143.55
404,2020-01-13,8182.7,146.54
405,2020-01-12,8022.57,142.54
406,2020-01-11,8194.15,144.87
407,2020-01-10,7821.52,137.83
408,2020-01-09,8052.34,140.6
409,2020-01-08,8150.73,142.87
410,2020-01-07,7756.35,144.18
411,2020-01-06,7359.67,135.42
412,2020-01-05,7352.47,134.17
413,2020-01-04,7344.84,134.55
414,2020-01-03,6965.97,127.21
415,2020-01-02,7201.56,130.67
416,2020-01-01,7193.74,129.14
417,2019-12-31,7247.3,131.62
418,2019-12-30,7388.0,134.41
419,2019-12-29,7312.4,128.1
420,2019-12-28,7252.84,126.29
421,2019-12-27,7203.9,125.72
422,2019-12-26,7204.73,125.15
423,2019-12-25,7261.88,127.76
424,2019-12-24,7319.38,127.91
425,2019-12-23,7495.0,132.03
426,2019-12-22,7134.4,127.03
427,2019-12-21,7188.9,128.22
428,2019-12-20,7152.25,128.14
429,2019-12-19,7276.5,132.71
430,2019-12-18,6619.33,121.98
431,2019-12-17,6895.7,132.75
432,2019-12-16,7118.25,142.52
433,2019-12-15,7063.74,141.85
434,2019-12-14,7254.9,144.83
435,2019-12-13,7197.4,144.88
436,2019-12-12,7210.27,143.33
437,2019-12-11,7224.05,145.51
438,2019-12-10,7342.43,147.38
439,2019-12-09,7509.04,150.45
440,2019-12-08,7488.28,147.11
441,2019-12-07,7527.6,148.5
442,2019-12-06,7389.37,147.96
443,2019-12-05,7187.9,145.3
444,2019-12-04,7291.5,147.26
445,2019-12-03,7304.89,148.87
446,2019-12-02,7393.85,150.81
447,2019-12-01,7541.48,151.63
448,2019-11-30,7741.47,154.46
449,2019-11-29,7418.36,150.8
450,2019-11-28,7508.9,152.49
451,2019-11-27,7154.9,147.49
452,2019-11-26,7107.69,145.61
453,2019-11-25,6889.01,140.09
454,2019-11-24,7310.92,151.67
455,2019-11-23,7265.7,149.58
456,2019-11-22,7630.42,161.08
457,2019-11-21,8096.8,174.71
458,2019-11-20,8129.41,175.78
459,2019-11-19,8190.3,178.42
460,2019-11-18,8502.2,183.81
461,2019-11-17,8490.8,182.47
462,2019-11-16,8471.0,180.08
463,2019-11-15,8653.74,184.84
464,2019-11-14,8775.51,188.18
465,2019-11-13,8827.51,187.13
466,2019-11-12,8735.8,185.03
467,2019-11-11,9033.96,189.01
468,2019-11-10,8807.79,184.89
469,2019-11-09,8776.0,183.87
470,2019-11-08,9213.69,186.7
471,2019-11-07,9342.3,191.08
472,2019-11-06,9309.57,188.81
473,2019-11-05,9390.77,185.72
474,2019-11-04,9197.62,181.67
475,2019-11-03,9289.28,182.85
476,2019-11-02,9222.16,182.92
477,2019-11-01,9141.9,182.13
478,2019-10-31,9157.05,183.18
479,2019-10-30,9409.43,190.86
480,2019-10-29,9212.05,181.53
481,2019-10-28,9525.42,184.11
482,2019-10-27,9230.62,179.48
483,2019-10-26,8656.99,181.4
484,2019-10-25,7415.0,160.13
485,2019-10-24,7465.13,162.37
486,2019-10-23,8022.15,171.16
487,2019-10-22,8199.04,173.99
488,2019-10-21,8221.12,174.85
489,2019-10-20,7952.26,171.64
490,2019-10-19,7949.73,172.69
491,2019-10-18,8072.71,177.1
492,2019-10-17,8000.03,174.45
493,2019-10-16,8163.16,180.43
494,2019-10-15,8345.09,186.4
495,2019-10-14,8281.87,181.1
496,2019-10-13,8301.78,179.64
497,2019-10-12,8235.85,180.25
498,2019-10-11,8556.34,191.09
499,2019-10-10,8557.65,192.69
500,2019-10-09,8168.3,180.56
501,2019-10-08,8188.97,179.88
502,2019-10-07,7862.0,170.4
503,2019-10-06,8123.71,176.17
504,2019-10-05,8135.76,175.45
505,2019-10-04,8214.26,174.63
506,2019-10-03,8357.9,180.21
507,2019-10-02,8299.9,175.88
508,2019-10-01,8280.47,180.55
509,2019-09-30,8049.35,169.32
510,2019-09-29,8205.9,174.0
511,2019-09-28,8166.61,173.4
512,2019-09-27,8037.41,165.67
513,2019-09-26,8433.33,169.61
514,2019-09-25,8501.53,165.83
515,2019-09-24,9697.2,200.94
516,2019-09-23,10028.28,211.15
517,2019-09-22,9984.53,215.32
518,2019-09-21,10163.24,218.5
519,2019-09-20,10243.92,220.0
520,2019-09-19,10164.36,210.01
521,2019-09-18,10187.81,207.96
522,2019-09-17,10258.2,197.56
523,2019-09-16,10295.88,189.39
524,2019-09-15,10336.6,188.25
525,2019-09-14,10344.79,181.02
526,2019-09-13,10394.19,180.78
527,2019-09-12,10158.13,178.36
528,2019-09-11,10114.97,180.06
529,2019-09-10,10309.55,180.58
530,2019-09-09,10394.76,181.54
531,2019-09-08,10464.39,177.83
532,2019-09-07,10301.66,169.28
533,2019-09-06,10567.45,174.19
534,2019-09-05,10558.4,173.77
535,2019-09-04,10568.01,178.09
536,2019-09-03,10346.19,178.14
537,2019-09-02,9724.73,170.55
538,2019-09-01,9591.2,171.72
539,2019-08-31,9579.88,168.28
540,2019-08-30,9485.99,168.93
541,2019-08-29,9740.1,173.25
542,2019-08-28,10182.12,187.23
543,2019-08-27,10373.47,188.75
544,2019-08-26,10136.98,186.86
545,2019-08-25,10120.02,190.53
546,2019-08-24,10383.75,193.65
547,2019-08-23,10103.61,190.7
548,2019-08-22,10134.37,187.28
549,2019-08-21,10747.13,196.55
550,2019-08-20,10915.76,202.14
551,2019-08-19,10315.0,194.32
552,2019-08-18,10214.13,185.61
553,2019-08-17,10349.64,184.82
554,2019-08-16,10311.39,188.11
555,2019-08-15,10052.18,187.11
556,2019-08-14,10885.79,209.46
557,2019-08-13,11387.07,211.71
558,2019-08-12,11539.27,216.02
559,2019-08-11,11318.0,206.81
560,2019-08-10,11872.05,210.64
561,2019-08-09,11985.13,221.11
562,2019-08-08,11954.01,226.25
563,2019-08-07,11490.34,226.51
564,2019-08-06,11816.22,233.37
565,2019-08-05,10936.97,221.87
566,2019-08-04,10814.35,221.38
567,2019-08-03,10524.01,217.39
568,2019-08-02,10373.0,216.82
569,2019-08-01,10074.99,218.24
570,2019-07-31,9579.0,210.06
571,2019-07-30,9512.99,211.18
572,2019-07-29,9530.14,211.15
573,2019-07-28,9469.68,207.63
574,2019-07-27,9824.55,219.07
575,2019-07-26,9881.18,218.89
576,2019-07-25,9761.78,216.67
577,2019-07-24,9868.88,212.53
578,2019-07-23,10344.18,217.32
579,2019-07-22,10582.13,226.21
580,2019-07-21,10750.05,228.08
581,2019-07-20,10512.16,220.35
582,2019-07-19,10622.75,225.78
583,2019-07-18,9666.9,210.11
584,2019-07-17,9403.62,198.73
585,2019-07-16,10836.9,228.27
586,2019-07-15,10187.72,226.1
587,2019-07-14,11384.47,269.25
588,2019-07-13,11755.15,274.57
589,2019-07-12,11337.19,268.5
590,2019-07-11,12116.93,289.14
591,2019-07-10,12560.61,307.94
592,2019-07-09,12260.11,312.29
593,2019-07-08,11415.17,305.23
594,2019-07-07,11265.41,288.3
595,2019-07-06,10966.5,287.32
596,2019-07-05,11160.95,283.37
597,2019-07-04,11933.0,301.08
598,2019-07-03,10836.18,291.41
599,2019-07-02,10623.97,295.11
600,2019-07-01,10838.64,292.47
601,2019-06-30,11917.38,318.07
602,2019-06-29,12411.32,311.84
603,2019-06-28,11307.52,298.24
604,2019-06-27,13101.49,339.64
605,2019-06-26,11814.85,318.69
606,2019-06-25,11048.63,311.7
607,2019-06-24,10899.96,309.03
608,2019-06-23,10729.36,310.07
609,2019-06-22,10177.25,295.22
610,2019-06-21,9520.18,271.76
611,2019-06-20,9250.0,267.73
612,2019-06-19,9076.41,263.98
613,2019-06-18,9310.42,273.6
614,2019-06-17,8968.92,268.02
615,2019-06-16,8809.27,268.23
616,2019-06-15,8673.2,263.06
617,2019-06-14,8210.0,254.08
618,2019-06-13,8130.0,261.21
619,2019-06-12,7887.57,244.35
620,2019-06-11,7988.74,246.69
621,2019-06-10,7640.6,231.77
622,2019-06-09,7895.0,243.11
623,2019-06-08,7994.0,248.91
624,2019-06-07,7784.81,248.5
625,2019-06-06,7773.5,245.9
626,2019-06-05,7691.49,241.38
627,2019-06-04,8118.44,250.17
628,2019-06-03,8724.49,269.18
629,2019-06-02,8542.76,263.72
630,2019-06-01,8549.99,268.19
631,2019-05-31,8275.25,254.47
632,2019-05-30,8653.0,268.51
633,2019-05-29,8722.19,270.92
634,2019-05-28,8750.08,270.88
635,2019-05-27,8622.61,265.5
636,2019-05-26,8036.47,250.67
637,2019-05-25,7975.29,248.48
638,2019-05-24,7847.22,244.63
639,2019-05-23,7628.8,244.53
640,2019-05-22,7903.16,253.69
641,2019-05-21,7924.87,250.7
642,2019-05-20,8163.01,260.98
643,2019-05-19,7267.63,233.8
644,2019-05-18,7352.42,244.37
645,2019-05-17,7873.94,263.73
646,2019-05-16,8169.89,248.18
647,2019-05-15,8000.0,218.02
648,2019-05-14,7811.96,196.32
649,2019-05-13,6980.59,188.44
650,2019-05-12,7215.08,192.78
651,2019-05-11,6382.1,172.99
652,2019-05-10,6174.7,170.67
653,2019-05-09,5982.9,170.34
654,2019-05-08,5846.0,169.18
655,2019-05-07,5744.28,172.68
656,2019-05-06,5776.39,163.36
657,2019-05-05,5842.8,163.68
658,2019-05-04,5771.5,167.62
659,2019-05-03,5500.47,162.7
660,2019-05-02,5395.6,160.2
661,2019-05-01,5321.4,161.52
662,2019-04-30,5242.42,155.1
663,2019-04-29,5314.3,157.93
664,2019-04-28,5296.33,159.43
665,2019-04-27,5312.71,157.57
666,2019-04-26,5229.55,154.81
667,2019-04-25,5409.03,164.71
668,2019-04-24,5494.45,169.36
669,2019-04-23,5364.94,170.36
670,2019-04-22,5258.96,168.61
671,2019-04-21,5289.87,172.88
672,2019-04-20,5260.86,172.65
673,2019-04-19,5260.81,173.22
674,2019-04-18,5203.19,165.94
675,2019-04-17,5176.52,165.63
676,2019-04-16,5032.75,160.37
677,2019-04-15,5126.69,167.24
678,2019-04-14,5049.61,163.38
679,2019-04-13,5053.22,163.82
680,2019-04-12,5022.1,164.42
681,2019-04-11,5309.45,177.2
682,2019-04-10,5154.13,174.83
683,2019-04-09,5240.22,178.95
684,2019-04-08,5174.94,174.3
685,2019-04-07,5051.07,165.38
686,2019-04-06,5005.5,164.9
687,2019-04-05,4890.34,157.09
688,2019-04-04,4939.9,159.73
689,2019-04-03,4861.42,163.72
690,2019-04-02,4145.0,141.53
691,2019-04-01,4104.76,141.5
692,2019-03-31,4105.3,142.4
693,2019-03-30,4104.6,143.3
694,2019-03-29,4028.51,137.83
695,2019-03-28,4045.47,139.04
696,2019-03-27,3946.36,134.13
697,2019-03-26,3944.0,134.05
698,2019-03-25,3991.51,136.26
699,2019-03-24,4003.8,137.15
700,2019-03-23,3988.04,136.02
701,2019-03-22,3982.46,134.69
702,2019-03-21,4040.68,139.0
703,2019-03-20,4015.61,138.64
704,2019-03-19,3988.51,137.42
705,2019-03-18,3986.4,138.7
706,2019-03-17,4005.55,141.1
707,2019-03-16,3922.89,136.39
708,2019-03-15,3877.32,132.2
709,2019-03-14,3866.07,131.93
710,2019-03-13,3881.3,133.6
711,2019-03-12,3874.37,132.42
712,2019-03-11,3921.11,135.43
713,2019-03-10,3940.29,137.05
714,2019-03-09,3860.21,133.29
715,2019-03-08,3877.51,136.67
716,2019-03-07,3861.94,137.29
717,2019-03-06,3859.06,136.84
718,2019-03-05,3719.22,125.74
719,2019-03-04,3807.08,130.34
720,2019-03-03,3823.86,132.23
721,2019-03-02,3827.15,135.28
722,2019-03-01,3820.79,135.46
723,2019-02-28,3816.22,134.7
724,2019-02-27,3811.29,136.45
725,2019-02-26,3826.98,137.83
726,2019-02-25,3750.94,132.55
727,2019-02-24,4112.11,157.91
728,2019-02-23,3966.3,147.43
729,2019-02-22,3940.08,146.21
730,2019-02-21,3970.75,148.81
731,2019-02-20,3914.72,143.65
732,2019-02-19,3902.34,145.67
733,2019-02-18,3669.67,133.88
734,2019-02-17,3620.21,122.84
735,2019-02-16,3605.31,121.42
736,2019-02-15,3591.15,120.35
737,2019-02-14,3609.18,122.04
738,2019-02-13,3633.8,122.51
739,2019-02-12,3633.54,120.78
740,2019-02-11,3676.8,125.6
741,2019-02-10,3669.51,119.67
742,2019-02-09,3660.0,119.23
743,2019-02-08,3399.38,104.26
744,2019-02-07,3407.5,104.49
745,2019-02-06,3470.4,107.33
746,2019-02-05,3463.47,107.7
747,2019-02-04,3455.01,107.33
748,2019-02-03,3507.75,110.45
749,2019-02-02,3468.02,106.96
750,2019-02-01,3430.17,106.53
751,2019-01-31,3460.78,108.45
752,2019-01-30,3408.11,104.76
753,2019-01-29,3440.72,105.44
754,2019-01-28,3553.22,112.16
755,2019-01-27,3568.83,115.38
756,2019-01-26,3566.73,115.38
757,2019-01-25,3567.64,116.32
758,2019-01-24,3551.08,116.3
759,2019-01-23,3571.04,117.97
760,2019-01-22,3530.45,115.85
761,2019-01-21,3535.36,117.44
762,2019-01-20,3669.29,122.74
763,2019-01-19,3597.0,119.06
764,2019-01-18,3618.11,121.73
765,2019-01-17,3589.4,121.37
766,2019-01-16,3553.9,119.44
767,2019-01-15,3628.0,126.61
768,2019-01-14,3474.79,114.29
769,2019-01-13,3582.25,123.26
770,2019-01-12,3600.0,124.65
771,2019-01-11,3586.28,125.25
772,2019-01-10,3965.47,148.31
